STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750701,86, , ,6,0700,62, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750702,88, , ,6,0700,62, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750703,89, , ,6,0700,63, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750704,87, , ,6,0700,66, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750705,87, , ,6,0700,60, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750706,85, , ,6,0700,60, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750707,83, , ,6,0700,66, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750708,83, , ,6,0700,62, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750709,86, , ,6,0700,62, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750710,82, , ,6,0700,56, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750711,76, , ,6,0700,54, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750712,75, , ,6,0700,51, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750713,76, , ,6,0700,54, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750714,64, , ,6,0700,50, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750715,77, , ,6,0700,56, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750716,84, , ,6,0700,58, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750717,84, , ,6,0700,60, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750718,87, , ,6,0700,62, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750719,76, , ,6,0700,64, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750720,81, , ,6,0700,68, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750721,84, , ,6,0700,64, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750722,84, , ,6,0700,59, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750723,88, , ,6,0700,60, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750724,86, , ,6,0700,62, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750725,84, , ,6,0700,58, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750726,82, , ,6,0700,54, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750727,82, , ,6,0700,56, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750728,88, , ,6,0700,58, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750729,87, , ,6,0700,58, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750730,88, , ,6,0700,62, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750731,90, , ,6,0700,64, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750801,91, , ,6,0700,64, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750802,88, , ,6,0700,69, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750803,81, , ,6,0700,70, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750804,81, , ,6,0700,63, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750805,83, , ,6,0700,65, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750806,84, , ,6,0700,60, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750807,75, , ,6,0700,51, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750808,75, , ,6,0700,51, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750809,82, , ,6,0700,57, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750810,86, , ,6,0700,61, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750811,85, , ,6,0700,63, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750812,86, , ,6,0700,63, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750813,86, , ,6,0700,72, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750814,85, , ,6,0700,66, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750815,84, , ,6,0700,70, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750816,80, , ,6,0700,65, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750817,77, , ,6,0700,59, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750818,83, , ,6,0700,56, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750819,84, , ,6,0700,63, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750820,84, , ,6,0700,63, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750821,85, , ,6,0700,65, ,I,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750822,89, , ,6,0700,66, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750823,90, , ,6,0700,67, , ,6,0700
GHCND:USC00128784,TIPTON 5 SW IN US,271.3,40.25,-85.98333,19750824,90, , ,6,0700,71, ,I,6,0700
